salario;sexo;estadocivil;edad;tiempoempleo;vivienda;tiemporesidencia;telefono;trabajo;historialcredito;diasatraso;proposito;montodecredito;plazo;cuentaahorro;otraspropiedades;fiador;creditosexistentes;personastrabajan;resultado
0;Femenino;divorciada/separada;43;1<=X<4;Propio;2;No;Empleado;creditos existentes;0;Electrodomestico;1459;15;<1;Automovil;ninguno;1;1;Bueno
2;Masculino;Soltero;26;<1;Propio;2;No;Empleado;creditos existentes;0;Electrodomestico;882;12;<1;Casa;garante;2;1;Bueno
2;Femenino;divorciada/separada;46;Desempleado;Alquilada;3;No;Empleado;creditos pagados;0;Electrodomestico;3758;24;5<=X<10;Ninguno;ninguno;1;1;Bueno
0;Masculino;Soltero;34;1<=X<4;Propio;2;No;Obrero/Agricultor;creditos pagados con retraso;1;Aumento capital;1743;10;1<=X<5;Casa;ninguno;2;1;Bueno
2;Masculino;Soltero;37;>=7;Alquilada;3;No;Empleado;creditos existentes;0;Educacion;1136;9;>=10;Ninguno;ninguno;2;2;Malo
0;Femenino;divorciada/separada;33;<1;Alquilada;2;Si;Empleado;creditos pagados;0;Electrodomestico;1236;9;<1;Maquinaria;ninguno;1;1;Bueno
2;Femenino;divorciada/separada;29;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Aumento capital;959;9;<1;Automovil;ninguno;1;1;Malo
0;Masculino;Soltero;38;Desempleado;Propio;2;Si;Profesional/calificado;creditos existentes;0;Aumento capital;3229;18;No;Ninguno;ninguno;1;1;Bueno
1;Masculino;Soltero;28;1<=X<4;Alquilada;2;Si;Empleado;sin creditos;0;Electrodomestico;6199;18;<1;Terreno-Construccion;ninguno;2;1;Malo
0;Masculino;Soltero;46;>=7;Alquilada;3;Si;Empleado;creditos pagados;0;Educacion;727;10;5<=X<10;Ninguno;ninguno;1;1;Bueno
2;Masculino;Soltero;25;<1;Propio;2;No;Obrero/Agricultor;creditos pagados;0;Educacion;1246;24;<1;Casa;ninguno;1;1;Malo
0;Masculino;Soltero;49;>=7;Propio;3;Si;Empleado;creditos existentes;0;Electrodomestico;2331;12;No;Casa;co-solicitante;1;1;Bueno
0;Masculino;Soltero;26;1<=X<4;Propio;2;Si;Profesional/calificado;creditos pagados con retraso;1;Electrodomestico;4463;36;<1;Automovil;ninguno;2;1;Malo
0;Masculino;Casado;28;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;776;12;<1;Casa;ninguno;1;1;Bueno
1;Femenino;divorciada/separada;23;4<=X<7;Alquilada;2;No;Empleado;creditos pagados;0;Aumento capital;2406;30;<1;Maquinaria;ninguno;1;1;Malo
2;Masculino;Soltero;41;1<=X<4;Alquilada;3;No;Empleado;creditos pagados;0;Educacion;1239;18;No;Ninguno;ninguno;1;1;Bueno
3;Masculino;Soltero;37;>=7;Propio;3;No;Profesional/calificado;creditos pagados;0;Electrodomestico;3399;12;No;Automovil;ninguno;1;1;Bueno
3;Femenino;divorciada/separada;36;1<=X<4;Propio;2;Si;Empleado;creditos pagados con retraso;2;Educacion;2247;12;<1;Automovil;ninguno;2;1;Bueno
0;Masculino;Casado;31;1<=X<4;Alquilada;2;No;Empleado;creditos pagados;0;Aumento capital;1766;6;<1;Terreno-Construccion;ninguno;1;1;Bueno
1;Masculino;Soltero;25;Desempleado;Propio;1;No;Obrero/Agricultor;creditos pagados;0;Aumento capital;2473;18;<1;Automovil;ninguno;1;1;Malo
0;Masculino;Soltero;36;4<=X<7;Propio;2;Si;Empleado;creditos pagados;0;Aumento capital;1542;12;<1;Automovil;ninguno;1;1;Bueno
0;Masculino;Soltero;27;4<=X<7;Propio;1;No;Empleado;creditos existentes;0;Reparaciones;3850;18;<1;Automovil;ninguno;2;1;Bueno
1;Femenino;divorciada/separada;32;<1;Alquilada;2;No;Empleado;creditos pagados;0;Aumento capital;3650;18;<1;Automovil;ninguno;1;1;Bueno
1;Masculino;Soltero;42;>=7;Propio;2;No;Empleado;creditos pagados;0;Aumento capital;3446;36;<1;Automovil;ninguno;1;2;Malo
2;Femenino;divorciada/separada;40;4<=X<7;Alquilada;3;No;Empleado;creditos pagados;0;Aumento capital;3001;18;<1;Maquinaria;ninguno;1;1;Bueno
0;Masculino;Soltero;36;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Reparaciones;3079;36;No;Casa;ninguno;1;1;Bueno
0;Masculino;Soltero;33;>=7;Propio;2;Si;Empleado;creditos existentes;0;Electrodomestico;6070;18;<1;Automovil;ninguno;2;1;Bueno
0;Femenino;divorciada/separada;33;<1;Alquilada;3;No;Empleado;creditos existentes;0;Aumento capital;2146;10;<1;Maquinaria;ninguno;2;1;Bueno
0;Masculino;Casado;63;>=7;Alquilada;4;Si;Profesional/calificado;creditos existentes;0;Automovil;13756;48;No;Ninguno;ninguno;1;1;Bueno
2;Femenino;divorciada/separada;50;>=7;Alquilada;4;Si;Profesional/calificado;creditos pagados;0;Otros;14782;36;1<=X<5;Ninguno;ninguno;2;1;Malo
1;Femenino;divorciada/separada;37;4<=X<7;Alquilada;2;No;Empleado;creditos pagados;0;Aumento capital;7685;36;<1;Automovil;garante;1;1;Malo
0;Masculino;Casado;34;Desempleado;Propio;3;No;Empleado;creditos pagados con retraso;1;Electrodomestico;2320;18;<1;Casa;ninguno;2;1;Bueno
0;Masculino;Soltero;36;>=7;Alquilada;2;No;Empleado;creditos pagados con retraso;1;Electrodomestico;846;7;No;Ninguno;ninguno;1;1;Bueno
2;Masculino;Casado;57;>=7;Alquilada;2;Si;Profesional/calificado;creditos pagados;0;Automovil;14318;36;<1;Ninguno;ninguno;1;1;Malo
0;Femenino;divorciada/separada;52;1<=X<4;Propio;4;No;Empleado;creditos existentes;0;Educacion;1000;6;1<=X<5;Automovil;ninguno;2;1;Bueno
1;Masculino;Soltero;39;4<=X<7;Propio;2;Si;Empleado;creditos pagados;0;Aumento capital;2212;20;No;Automovil;ninguno;1;1;Bueno
2;Femenino;divorciada/separada;38;Desempleado;Alquilada;2;Si;Profesional/calificado;creditos pagados;0;Automovil;12976;36;<1;Ninguno;ninguno;1;1;Malo
0;Femenino;divorciada/separada;35;4<=X<7;Alquilada;2;No;Empleado;creditos pagados;0;Educacion;1283;12;No;Terreno-Construccion;ninguno;1;1;Bueno
3;Masculino;Soltero;26;<1;Propio;1;No;Empleado;creditos pagados;0;Educacion;1330;12;<1;Casa;ninguno;1;1;Bueno
0;Masculino;Soltero;32;1<=X<4;Propio;2;No;Obrero/Agricultor;creditos pagados con retraso;2;Aumento capital;4272;24;1<=X<5;Terreno-Construccion;ninguno;2;1;Bueno
0;Femenino;divorciada/separada;44;1<=X<4;Propio;1;No;Empleado;creditos existentes;0;Electrodomestico;2238;18;<1;Automovil;ninguno;2;1;Bueno
0;Femenino;divorciada/separada;31;<1;Alquilada;2;Si;Empleado;creditos pagados;0;Electrodomestico;1126;18;No;Maquinaria;ninguno;1;1;Bueno
2;Masculino;Soltero;40;Desempleado;Propio;3;Si;Profesional/calificado;creditos existentes;0;Aumento capital;7374;18;<1;Terreno-Construccion;ninguno;2;1;Bueno
2;Masculino;Soltero;27;1<=X<4;Propio;2;No;Empleado;creditos existentes;0;Aumento capital;2326;15;5<=X<10;Automovil;ninguno;1;1;Bueno
0;Femenino;divorciada/separada;27;4<=X<7;Propio;1;No;Empleado;creditos pagados;0;Aumento capital;1449;9;<1;Automovil;ninguno;2;1;Bueno
0;Masculino;Casado;30;1<=X<4;Propio;2;Si;Profesional/calificado;creditos pagados;0;Educacion;1820;18;<1;Terreno-Construccion;ninguno;1;1;Bueno
2;Femenino;divorciada/separada;48;<1;Alquilada;3;No;Empleado;creditos pagados;0;Aumento capital;983;12;>=10;Maquinaria;ninguno;1;1;Bueno
1;Masculino;Soltero;39;4<=X<7;Alquilada;3;Si;Profesional/calificado;creditos pagados;0;Reparaciones;3249;24;<1;Ninguno;ninguno;1;2;Bueno
1;Femenino;divorciada/separada;31;4<=X<7;Propio;3;No;Empleado;creditos existentes;0;Electrodomestico;1957;12;<1;Automovil;ninguno;1;1;Bueno
0;Masculino;Soltero;31;Desempleado;Propio;3;No;Profesional/calificado;creditos existentes;0;Aumento capital;2406;18;<1;Automovil;ninguno;1;1;Bueno
2;Masculino;Soltero;32;4<=X<7;Alquilada;3;Si;Empleado;creditos pagados con retraso;2;Educacion;11760;36;1<=X<5;Ninguno;ninguno;1;1;Bueno
1;Femenino;divorciada/separada;55;Desempleado;Alquilada;4;No;Profesional/calificado;creditos pagados;0;Aumento capital;2578;12;<1;Ninguno;ninguno;1;1;Bueno
1;Masculino;Casado;46;1<=X<4;Propio;2;Si;Empleado;creditos existentes;0;Aumento capital;2348;18;<1;Terreno-Construccion;ninguno;2;1;Bueno
2;Masculino;divorciado/separado;46;>=7;Alquilada;1;No;Empleado;creditos pagados;0;Automovil;12000;36;<1;Maquinaria;ninguno;2;1;Malo
0;Femenino;divorciada/separada;43;1<=X<4;Propio;1;No;Empleado;creditos existentes;0;Electrodomestico;1516;18;>=10;Casa;ninguno;2;1;Bueno
0;Masculino;Casado;39;<1;Propio;3;Si;Empleado;creditos pagados;0;Electrodomestico;1473;18;<1;Casa;ninguno;1;1;Bueno
2;Masculino;Casado;28;1<=X<4;Propio;2;No;Empleado;creditos existentes;0;Aumento capital;1887;18;No;Casa;ninguno;2;1;Bueno
0;Masculino;Soltero;27;<1;Propio;2;Si;Empleado;creditos pagados con retraso;2;Aumento capital;8648;24;<1;Automovil;ninguno;2;1;Malo
0;Masculino;Soltero;27;1<=X<4;Propio;2;No;Obrero/Agricultor;creditos pagados con retraso;1;Reparaciones;802;12;<1;Automovil;ninguno;2;1;Bueno
2;Masculino;Soltero;43;>=7;Propio;4;No;Empleado;creditos pagados con retraso;1;Reparaciones;2899;18;No;Automovil;ninguno;1;2;Bueno
2;Masculino;Casado;32;<1;Propio;1;Si;Empleado;creditos pagados;0;Electrodomestico;2039;18;<1;Terreno-Construccion;ninguno;1;1;Malo
0;Masculino;Soltero;43;4<=X<7;Propio;4;Si;Empleado;creditos existentes;0;Educacion;2197;18;No;Automovil;ninguno;2;2;Bueno
1;Masculino;Casado;27;<1;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;1053;12;<1;Casa;ninguno;1;1;Bueno
0;Masculino;Soltero;36;>=7;Propio;2;Si;Profesional/calificado;creditos pagados;0;Electrodomestico;3235;24;5<=X<10;Automovil;ninguno;1;1;Bueno
3;Masculino;Casado;39;4<=X<7;Propio;2;Si;Empleado;creditos existentes;0;Educacion;939;12;5<=X<10;Casa;ninguno;3;1;Malo
2;Femenino;divorciada/separada;36;>=7;Propio;3;Si;Empleado;creditos pagados;0;Electrodomestico;1967;18;<1;Automovil;ninguno;1;1;Bueno
0;Masculino;Soltero;35;4<=X<7;Propio;2;Si;Profesional/calificado;creditos existentes;0;Automovil;7253;36;<1;Automovil;ninguno;2;1;Bueno
0;Masculino;Soltero;42;Desempleado;Propio;2;Si;Profesional/calificado;creditos existentes;0;Aumento capital;2292;12;<1;Automovil;ninguno;2;1;Malo
0;Masculino;Soltero;40;1<=X<4;Alquilada;2;No;Obrero/Agricultor;creditos pagados;0;Aumento capital;1597;10;5<=X<10;Ninguno;ninguno;1;2;Bueno
1;Femenino;divorciada/separada;35;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;1381;18;No;Terreno-Construccion;ninguno;1;1;Malo
0;Masculino;Soltero;35;>=7;Propio;2;Si;Empleado;creditos existentes;0;Educacion;5842;36;<1;Terreno-Construccion;ninguno;2;2;Bueno
1;Masculino;Soltero;33;<1;Propio;1;No;Obrero/Agricultor;creditos pagados;0;Educacion;2579;18;<1;Casa;ninguno;1;2;Malo
1;Femenino;divorciada/separada;32;1<=X<4;Alquilada;2;Si;Empleado;creditos pagados con retraso;2;Educacion;8471;18;No;Automovil;ninguno;2;1;Bueno
0;Femenino;divorciada/separada;41;4<=X<7;Propio;2;No;Profesional/calificado;creditos pagados;0;Aumento capital;2782;18;5<=X<10;Automovil;ninguno;1;1;Bueno
2;Femenino;divorciada/separada;33;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;1042;12;No;Terreno-Construccion;ninguno;1;1;Malo
0;Femenino;divorciada/separada;45;4<=X<7;Alquilada;3;No;Empleado;creditos pagados;0;Educacion;3186;18;>=10;Automovil;ninguno;1;1;Bueno
2;Masculino;Soltero;30;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Reparaciones;2028;18;No;Automovil;ninguno;1;1;Bueno
2;Masculino;Soltero;47;4<=X<7;Propio;3;No;Obrero/Agricultor;creditos existentes;0;Electrodomestico;958;12;<1;Casa;ninguno;2;2;Bueno
0;Masculino;Soltero;34;4<=X<7;Propio;3;No;Profesional/calificado;creditos pagados con retraso;1;Aumento capital;1591;12;1<=X<5;Casa;ninguno;2;1;Bueno
2;Femenino;divorciada/separada;29;>=7;Propio;2;Si;Empleado;creditos pagados;0;Aumento capital;2762;12;No;Terreno-Construccion;ninguno;1;1;Malo
2;Masculino;Casado;31;1<=X<4;Alquilada;3;Si;Empleado;creditos pagados;0;Educacion;2779;18;<1;Automovil;ninguno;1;1;Bueno
0;Masculino;Soltero;29;>=7;Propio;2;No;Empleado;creditos existentes;0;Electrodomestico;2743;18;<1;Automovil;ninguno;2;1;Bueno
0;Masculino;Soltero;46;1<=X<4;Propio;3;No;Empleado;creditos existentes;0;Electrodomestico;1149;18;>=10;Casa;ninguno;2;1;Bueno
0;Masculino;Soltero;32;>=7;Propio;2;No;Empleado;creditos pagados;0;Aumento capital;1313;9;<1;Automovil;ninguno;1;1;Bueno
1;Femenino;divorciada/separada;55;Desempleado;Alquilada;4;No;Empleado;creditos existentes;0;Reparaciones;1190;12;<1;Ninguno;ninguno;3;2;Malo
0;Masculino;Casado;54;4<=X<7;Propio;4;No;Obrero/Agricultor;creditos pagados;0;Aumento capital;3448;24;<1;Casa;ninguno;1;1;Bueno
2;Masculino;Soltero;29;1<=X<4;Propio;2;Si;Profesional/calificado;creditos pagados;0;Automovil;11328;36;<1;Automovil;co-solicitante;2;1;Malo
1;Masculino;Soltero;36;Desempleado;Alquilada;2;Si;Profesional/calificado;creditos existentes;0;Aumento capital;1872;10;<1;Ninguno;ninguno;3;1;Bueno
0;Masculino;divorciado/separado;33;1<=X<4;Propio;2;Si;Empleado;creditos existentes;0;Reparaciones;2058;24;<1;Casa;ninguno;2;1;Bueno
1;Masculino;Soltero;27;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Aumento capital;2136;18;<1;Casa;ninguno;1;1;Bueno
2;Masculino;Casado;29;1<=X<4;Propio;1;Si;Empleado;creditos pagados;0;Electrodomestico;1484;12;No;Casa;ninguno;1;1;Malo
0;Masculino;Casado;41;4<=X<7;Alquilada;3;No;Obrero/Agricultor;creditos pagados;0;Reparaciones;660;6;5<=X<10;Maquinaria;ninguno;1;1;Bueno
0;Femenino;divorciada/separada;42;>=7;Propio;3;Si;Empleado;creditos existentes;0;Electrodomestico;1287;16;>=10;Casa;ninguno;2;1;Bueno
1;Masculino;Casado;65;Desempleado;Propio;4;No;Obrero/Agricultor;creditos existentes;0;Reparaciones;3394;24;<1;Automovil;co-solicitante;2;1;Bueno
3;Femenino;divorciada/separada;26;<1;Propio;1;No;Empleado;creditos pagados;0;Aumento capital;609;10;<1;Casa;ninguno;1;1;Malo
0;Masculino;Soltero;39;>=7;Propio;3;Si;Profesional/calificado;creditos pagados;0;Educacion;1884;12;<1;Automovil;ninguno;1;1;Bueno
1;Femenino;divorciada/separada;30;1<=X<4;Propio;3;No;Empleado;creditos pagados;0;Aumento capital;1620;12;<1;Terreno-Construccion;co-solicitante;1;1;Bueno
2;Masculino;Soltero;29;1<=X<4;Propio;2;Si;Empleado;creditos pagados con retraso;1;Otros;2629;20;<1;Automovil;ninguno;2;1;Bueno
0;Masculino;Soltero;41;>=7;Propio;3;No;Obrero/Agricultor;creditos pagados;0;Educacion;719;12;<1;Automovil;ninguno;1;2;Malo
2;Femenino;divorciada/separada;30;1<=X<4;Propio;2;Si;Profesional/calificado;creditos existentes;0;Aumento capital;5096;24;<1;Automovil;ninguno;1;1;Malo
0;Femenino;divorciada/separada;41;>=7;Alquilada;4;No;Empleado;creditos existentes;0;Educacion;1244;9;No;Terreno-Construccion;ninguno;2;1;Bueno
1;Femenino;divorciada/separada;34;<1;Propio;3;Si;Empleado;creditos pagados;0;Reparaciones;1842;18;<1;Automovil;ninguno;1;1;Malo
2;Masculino;Soltero;35;1<=X<4;Propio;3;No;Empleado;creditos pagados;0;Electrodomestico;2576;12;<1;Casa;garante;1;1;Bueno
3;Femenino;divorciada/separada;55;>=7;Propio;4;Si;Profesional/calificado;creditos pagados;0;Aumento capital;1424;12;No;Casa;ninguno;1;1;Bueno
2;Masculino;Casado;61;1<=X<4;Propio;3;No;Empleado;creditos pagados con retraso;1;Reparaciones;1512;15;>=10;Terreno-Construccion;ninguno;2;1;Malo
0;Masculino;Soltero;30;1<=X<4;Propio;2;Si;Profesional/calificado;creditos existentes;0;Automovil;11054;36;No;Automovil;ninguno;1;1;Bueno
0;Femenino;divorciada/separada;29;1<=X<4;Propio;1;No;Empleado;creditos pagados;0;Electrodomestico;600;6;<1;Casa;ninguno;1;1;Bueno
0;Masculino;Soltero;34;>=7;Propio;2;No;Empleado;sin creditos;0;Aumento capital;2759;18;<1;Terreno-Construccion;ninguno;2;1;Bueno
0;Masculino;Soltero;35;>=7;Propio;3;Si;Profesional/calificado;creditos pagados;0;Reparaciones;2670;18;<1;Automovil;ninguno;1;1;Bueno
1;Masculino;Soltero;31;4<=X<7;Propio;3;Si;Empleado;creditos pagados;0;Aumento capital;4817;24;<1;Terreno-Construccion;co-solicitante;1;1;Malo
0;Femenino;divorciada/separada;29;<1;Propio;1;Si;Profesional/calificado;creditos pagados;0;Educacion;2679;18;<1;Ninguno;ninguno;1;1;Bueno
1;Masculino;Soltero;36;1<=X<4;Alquilada;2;No;Empleado;creditos existentes;0;Educacion;3905;18;<1;Maquinaria;ninguno;2;2;Bueno
1;Masculino;Soltero;35;>=7;Alquilada;3;Si;Empleado;creditos pagados;0;Aumento capital;3386;24;<1;Ninguno;ninguno;1;1;Malo
1;Femenino;divorciada/separada;27;<1;Propio;1;No;Empleado;creditos pagados;0;Electrodomestico;600;6;<1;Casa;ninguno;1;1;Bueno
0;Masculino;Soltero;32;<1;Propio;2;Si;Empleado;creditos pagados;0;Electrodomestico;4594;18;<1;Automovil;ninguno;1;1;Bueno
1;Masculino;Soltero;37;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Aumento capital;3620;24;<1;Terreno-Construccion;garante;1;2;Bueno
1;Masculino;Soltero;36;<1;Propio;3;No;Empleado;creditos pagados;0;Educacion;1721;15;<1;Casa;ninguno;1;1;Bueno
2;Femenino;divorciada/separada;34;<1;Alquilada;1;No;Profesional/calificado;creditos pagados;0;Aumento capital;3017;18;<1;Maquinaria;ninguno;1;1;Bueno
2;Masculino;Soltero;38;>=7;Propio;3;No;Empleado;creditos pagados;0;Educacion;754;12;No;Terreno-Construccion;ninguno;2;1;Bueno
0;Masculino;Soltero;34;4<=X<7;Propio;1;Si;Empleado;creditos pagados;0;Aumento capital;1950;18;<1;Automovil;ninguno;2;1;Bueno
1;Masculino;Casado;63;1<=X<4;Propio;4;Si;Empleado;creditos pagados;0;Reparaciones;2924;24;<1;Ninguno;garante;1;2;Bueno
1;Femenino;divorciada/separada;29;<1;Alquilada;2;Si;Empleado;creditos pagados con retraso;1;Electrodomestico;1659;24;<1;Automovil;ninguno;1;1;Malo
0;Masculino;Soltero;32;>=7;Propio;3;No;Empleado;creditos pagados con retraso;1;Electrodomestico;7238;30;No;Automovil;ninguno;2;2;Bueno
0;Femenino;divorciada/separada;29;1<=X<4;Propio;2;Si;Empleado;creditos pagados con retraso;1;Aumento capital;2764;18;<1;Automovil;ninguno;2;1;Bueno
0;Masculino;Soltero;35;4<=X<7;Propio;3;Si;Obrero/Agricultor;creditos pagados con retraso;2;Aumento capital;4679;24;<1;Automovil;ninguno;2;1;Bueno
2;Masculino;Casado;35;<1;Alquilada;2;Si;Empleado;creditos pagados;0;Electrodomestico;3092;24;1<=X<5;Automovil;ninguno;1;1;Malo
1;Femenino;divorciada/separada;32;<1;Propio;3;No;Empleado;creditos pagados;0;Educacion;600;6;<1;Terreno-Construccion;ninguno;1;1;Malo
1;Masculino;Soltero;28;1<=X<4;Propio;2;No;Obrero/Agricultor;creditos pagados;0;Educacion;1000;9;<1;Automovil;ninguno;1;1;Malo
0;Masculino;Soltero;36;Desempleado;Propio;3;Si;Profesional/calificado;creditos pagados;0;Educacion;1238;10;No;Terreno-Construccion;ninguno;1;2;Bueno
2;Masculino;Casado;33;1<=X<4;Propio;2;No;Empleado;creditos existentes;0;Electrodomestico;1245;12;<1;Automovil;ninguno;1;1;Malo
1;Femenino;divorciada/separada;28;<1;Alquilada;2;No;Empleado;sin creditos;0;Aumento capital;3114;18;<1;Terreno-Construccion;ninguno;1;1;Malo
0;Masculino;Soltero;33;1<=X<4;Propio;3;No;Empleado;creditos pagados;0;Reparaciones;2569;18;5<=X<10;Automovil;ninguno;1;1;Bueno
3;Masculino;Soltero;25;4<=X<7;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;5152;24;<1;Automovil;ninguno;1;1;Bueno
2;Masculino;Soltero;39;4<=X<7;Propio;3;No;Obrero/Agricultor;creditos pagados;0;Aumento capital;1037;12;1<=X<5;Casa;ninguno;1;1;Bueno
1;Masculino;Soltero;44;>=7;Propio;4;Si;Empleado;creditos existentes;0;Aumento capital;1478;15;<1;Automovil;ninguno;2;2;Bueno
2;Femenino;divorciada/separada;33;1<=X<4;Propio;1;No;Empleado;creditos existentes;0;Electrodomestico;3573;12;<1;Casa;ninguno;1;1;Bueno
2;Masculino;Soltero;26;<1;Propio;1;No;Empleado;creditos pagados;0;Reparaciones;1201;18;<1;Terreno-Construccion;ninguno;1;1;Bueno
1;Femenino;divorciada/separada;57;>=7;Alquilada;4;Si;Empleado;creditos pagados;0;Aumento capital;3622;30;>=10;Terreno-Construccion;ninguno;2;1;Bueno
0;Femenino;divorciada/separada;48;4<=X<7;Propio;2;No;Empleado;creditos pagados con retraso;1;Aumento capital;960;12;>=10;Terreno-Construccion;ninguno;2;1;Bueno
0;Masculino;Soltero;44;1<=X<4;Propio;4;Si;Empleado;creditos existentes;0;Reparaciones;1163;12;5<=X<10;Casa;ninguno;1;1;Bueno
2;Masculino;Soltero;47;Desempleado;Propio;4;Si;Profesional/calificado;creditos pagados con retraso;1;Reparaciones;1209;6;<1;Terreno-Construccion;ninguno;1;1;Malo
0;Masculino;Soltero;52;1<=X<4;Propio;4;Si;Empleado;creditos pagados;0;Electrodomestico;3077;12;<1;Automovil;ninguno;1;1;Bueno
0;Femenino;divorciada/separada;62;>=7;Alquilada;4;Si;Empleado;creditos pagados;0;Reparaciones;3757;24;<1;Ninguno;co-solicitante;1;1;Bueno
0;Masculino;Soltero;35;1<=X<4;Alquilada;2;No;Obrero/Agricultor;creditos pagados;0;Reparaciones;1418;12;1<=X<5;Maquinaria;ninguno;1;1;Bueno
0;Masculino;Soltero;26;1<=X<4;Alquilada;2;No;Empleado;creditos pagados;0;Reparaciones;3518;18;<1;Terreno-Construccion;garante;1;1;Bueno
0;Masculino;Soltero;26;>=7;Propio;2;No;Empleado;creditos existentes;0;Electrodomestico;1934;12;<1;Ninguno;ninguno;2;1;Bueno
2;Femenino;divorciada/separada;42;>=7;Alquilada;4;Si;Profesional/calificado;sin creditos;0;Aumento capital;8318;24;<1;Ninguno;ninguno;2;1;Malo
0;Femenino;divorciada/separada;37;1<=X<4;Propio;1;No;Empleado;creditos existentes;0;Electrodomestico;1237;10;1<=X<5;Terreno-Construccion;ninguno;2;1;Bueno
2;Masculino;Soltero;38;>=7;Propio;3;No;Empleado;creditos pagados;0;Electrodomestico;600;6;No;Terreno-Construccion;ninguno;1;1;Bueno
1;Masculino;Soltero;39;1<=X<4;Alquilada;2;No;Obrero/Agricultor;creditos existentes;0;Educacion;2122;12;<1;Maquinaria;ninguno;2;2;Bueno
1;Masculino;Casado;30;1<=X<4;Propio;3;No;Empleado;creditos pagados;0;Aumento capital;2996;24;No;Automovil;ninguno;1;1;Malo
2;Masculino;Soltero;29;<1;Alquilada;1;Si;Profesional/calificado;creditos pagados;0;Aumento capital;9034;36;1<=X<5;Ninguno;co-solicitante;1;1;Malo
0;Masculino;Soltero;40;4<=X<7;Propio;3;No;Empleado;creditos existentes;0;Aumento capital;1585;18;<1;Terreno-Construccion;ninguno;2;1;Bueno
2;Masculino;Casado;32;>=7;Propio;2;No;Obrero/Agricultor;creditos pagados;0;Electrodomestico;1301;12;<1;Casa;garante;1;1;Bueno
3;Masculino;divorciado/separado;28;>=7;Propio;2;Si;Empleado;creditos existentes;0;Educacion;1323;10;1<=X<5;Automovil;ninguno;2;2;Bueno
1;Femenino;divorciada/separada;27;<1;Propio;1;No;Empleado;creditos pagados;0;Reparaciones;3123;18;<1;Terreno-Construccion;ninguno;1;1;Malo
1;Masculino;Soltero;42;>=7;Alquilada;4;No;Empleado;creditos pagados;0;Automovil;5493;36;<1;Ninguno;ninguno;1;2;Bueno
3;Masculino;divorciado/separado;49;>=7;Propio;4;No;Empleado;creditos pagados;0;Electrodomestico;1126;9;1<=X<5;Casa;ninguno;1;1;Bueno
2;Masculino;Soltero;38;<1;Propio;3;No;Empleado;creditos existentes;0;Electrodomestico;1216;12;1<=X<5;Ninguno;ninguno;2;2;Malo
1;Femenino;divorciada/separada;34;<1;Alquilada;3;No;Empleado;creditos pagados;0;Electrodomestico;1207;12;<1;Terreno-Construccion;ninguno;1;1;Malo
0;Masculino;Soltero;27;1<=X<4;Propio;2;No;Obrero/Agricultor;creditos pagados;0;Electrodomestico;1309;10;No;Terreno-Construccion;garante;1;1;Malo
3;Masculino;Soltero;36;1<=X<4;Propio;2;Si;Empleado;creditos existentes;0;Reparaciones;2360;15;5<=X<10;Automovil;ninguno;1;1;Bueno
2;Masculino;Soltero;34;Desempleado;Propio;2;Si;Profesional/calificado;creditos pagados;0;Automovil;6850;24;1<=X<5;Terreno-Construccion;ninguno;1;2;Malo
0;Masculino;Casado;28;1<=X<4;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;1413;12;<1;Terreno-Construccion;ninguno;1;1;Bueno
0;Masculino;Soltero;45;>=7;Propio;2;Si;Profesional/calificado;creditos pagados;0;Automovil;8588;30;1<=X<5;Automovil;ninguno;1;1;Bueno
1;Masculino;Soltero;26;4<=X<7;Propio;2;No;Empleado;creditos pagados;0;Electrodomestico;759;12;<1;Casa;ninguno;1;1;Malo
0;Masculino;Soltero;32;1<=X<4;Alquilada;2;Si;Profesional/calificado;creditos pagados;0;Automovil;4686;24;<1;Ninguno;ninguno;1;1;Bueno
3;Masculino;Soltero;26;4<=X<7;Alquilada;2;Si;Empleado;creditos pagados;0;Aumento capital;2687;15;<1;Terreno-Construccion;ninguno;1;1;Bueno
2;Masculino;Casado;40;1<=X<4;Alquilada;3;No;Empleado;creditos pagados con retraso;1;Electrodomestico;585;12;<1;Maquinaria;co-solicitante;2;1;Bueno
0;Masculino;Soltero;54;<1;Propio;1;No;Empleado;creditos pagados;0;Reparaciones;2255;24;No;Terreno-Construccion;ninguno;1;1;Bueno
1;Femenino;divorciada/separada;37;4<=X<7;Propio;3;No;Empleado;creditos existentes;0;Educacion;609;6;<1;Terreno-Construccion;ninguno;2;1;Bueno
1;Masculino;Soltero;40;<1;Propio;4;No;Obrero/Agricultor;creditos existentes;0;Reparaciones;1361;6;<1;Casa;ninguno;1;2;Bueno
